Id,公司名,HR邮箱,地址,规模,类型,领域,公司全称,网址,详细地址,信息
417,神州数码,weijuanb@dcits.com,上海市,150-500人,私企,互联网,神州数码通用软件有限公司,http://dgtis.digitalchina.com/,上海市长宁区福泉路111号上海神州数码科技园,神州数码通用软件有限公司http://dgtis.digitalchina.com/上海市长宁区福泉路111号上海神州数码科技园
427,剑桥国际教育,sxcis-office@sxcis.com.cn Vivian.Jin@hailiang.com ccetc2010@163.com 谢谢邮箱dym1366@163.com cocotan@hailiang.com candy.liu@keywin.org hr@ghedu.com icfebaoming@beiwaionline.com service@blueskyschool.net h.chen@yinghao.org admissions@acgedu.com compliance_abuse@webnic.cc yuanhaoeducation@163.com hot@nen.com.cn sxcis2015@sina.com service@ucharmedu.com keqiaojiaoyu@126.com baizy@fltrp.com muqiao@fltrp.com yinfei1@staff.sina.com.cn,北京市,150-500人,私企,教育,剑桥国际教育（北京）,http://www.cges.com.cn,北京市朝阳区八里庄西里甲15号尚8东区2层(东四环慈云寺桥东北角）,剑桥国际教育（北京）http://www.cges.com.cn北京市朝阳区八里庄西里甲15号尚8东区2层(东四环慈云寺桥东北角）
431,VLCTECH,jqniu@vlctech.com hrsh@vlctech.com,上海市,50-150人,私企,IT/软件,上海巍岭数码科技有限公司,http://www.vlctech.com/,上海市徐汇区漕河泾开发区田林路192号J座601室,上海巍岭数码科技有限公司http://www.vlctech.com/上海市徐汇区漕河泾开发区田林路192号J座601室
437,FaceUI,viyaxie@zero2ipo.com.cn hr@faceui.com jingliu.liu@faceui.com facecar@faceui.com contact@faceui.com hamiwushi@rollingp.com supervision@xinnet.com apistore@baidu.com 897675204@qq.com tousu@genshuixue.com uedsc@uedsc.com service@meia.me 360baike@360.cn 1271141964@qq.com tougao@zuimeiui.com coco@grccinc.com,北京市,15-50人,私企,移动互联网,上海凡实信息科技有限公司,http://www.faceui.com/,北京市东城区后永康胡同17号,上海凡实信息科技有限公司http://www.faceui.com/北京市东城区后永康胡同17号
438,艾特互动,hr@athudong.com work@athudong.com 110@zbj.com web@ito.net.cn,广州市,15-50人,私企,互联网,深圳市互联艾特网络科技有限公司,http://www.athudong.com/,广州越秀区先烈中路80号汇华商贸大厦501,深圳市互联艾特网络科技有限公司http://www.athudong.com/广州越秀区先烈中路80号汇华商贸大厦501
442,南京宫光志明生态科技有限公司,,南京市,15-50人,私企,其他,南京宫光志明生态科技有限公司,http://www.ggzmst.com/,南京市江宁区东麒路666路 麒麟科创园12幢2楼203室,南京宫光志明生态科技有限公司http://www.ggzmst.com/南京市江宁区东麒路666路 麒麟科创园12幢2楼203室
445,杭州淘维科技有限公司,对以上职位有兴趣的同学欢迎发简历至xiaona@taovip.com xiaona@taovip.com ir@angelclub.com 请各位有兴趣的同学投递简历至xiaona@taovip.com,杭州市,15人以下,私企,互联网,杭州淘维科技有限公司,http://www.taovip.com/,文一西路古墩路交叉口附近,杭州淘维科技有限公司http://www.taovip.com/文一西路古墩路交叉口附近
450,全珉健,,天津市,150-500人,私企,健康医疗,天津市全珉健清基保健食品销售有限公司,南开鼓楼 河北中山北路鼎盛大厦 河西乐园,,天津市全珉健清基保健食品销售有限公司南开鼓楼 河北中山北路鼎盛大厦 河西乐园
453,趋势科技,欢迎发信至趋势科技招聘邮箱hr_cdc@trendmicro.com.cn sharon_sun@trendmicro.co,南京市,2000人以上,外企,移动互联网,趋势科技（中国）有限公司,http://cn.trendmicro.com/cn/home/,南京市宁南大道48号苏豪国际广场B座,趋势科技（中国）有限公司http://cn.trendmicro.com/cn/home/南京市宁南大道48号苏豪国际广场B座
461,51信用卡管家,,杭州市,B轮,150-500人,私企,杭州恩牛网络技术有限公司,http://www.51zhangdan.com,杭州市西斗门路9号福地创业园2.0 4101-4102,杭州恩牛网络技术有限公司http://www.51zhangdan.com杭州市西斗门路9号福地创业园2.0 4101-4102
474,百视通,你可以使用q邮箱。QQ邮箱地址的格式如“用户名@qq.com kf@vip.sohu.com QQ号@qq.com 360baike@360.cn hr@bestv.com.cn panic@znds.com 简历投递邮箱recruit@bestv.com.cn 785754680@qq.com 80010864@qq.com 4008600637@bestv.com.cn zdxflbgs@163.com it-times@189.cn services@shengyidi.com bstlwpq@163.com editor@askci.com dongban@bestv.com.cn kefu@ZhaoShang800.com,南京市,150-500人,国企,互联网,百视通网络电视技术发展有限责任公司,http://www.bestv.com.cn/,中国上海市徐汇区宜山路757号,百视通网络电视技术发展有限责任公司http://www.bestv.com.cn/中国上海市徐汇区宜山路757号
479,杭州太始科技有限公司,user@zjgangyu.com fulian@etransfar.com support@shenze-tech.com,杭州市,15-50人,私企,互联网,杭州太始科技有限公司,http://www.taishigame.com,杭州市西湖区萍水西街优盘时代,杭州太始科技有限公司http://www.taishigame.com杭州市西湖区萍水西街优盘时代
489,雅昌影艺,yxsyb@artron.net,北京市,50-150人,私企,电子商务,北京雅昌艺术影像有限公司,http://www.artup.com,北京市顺义区天竺空港经济开发区A区天柱路,北京雅昌艺术影像有限公司http://www.artup.com北京市顺义区天竺空港经济开发区A区天柱路
494,九色生活,,上海市,angel轮,50-150人,私企,九色源贸易（上海）有限公司,http://weibo.com/9colors/,上海市青浦区双联路388号2号楼5-6楼,九色源贸易（上海）有限公司http://weibo.com/9colors/上海市青浦区双联路388号2号楼5-6楼
505,礼意久久,service@LiYi99.com 1176987682@qq.com,北京市,50-150人,私企,互联网,礼意久久（北京）网络科技有限公司,http://www.liyi99.com, 北京市朝阳区酒仙桥东路1号M8楼B厅三层 ,礼意久久（北京）网络科技有限公司http://www.liyi99.com 北京市朝阳区酒仙桥东路1号M8楼B厅三层 
506,活动行,service@huodongxing.com zhangzhenguo@huodongxing.com,北京市,15-50人,外企,互联网,北京艾科创意信息技术有限公司,http://www.huodongxing.com/,北京市朝阳区建国门外外交公寓,北京艾科创意信息技术有限公司http://www.huodongxing.com/北京市朝阳区建国门外外交公寓
509,中创鸿达,chenxueping@zencreat.com,北京市,50-150人,私企,互联网,北京中创鸿达咨询有限公司,http://www.zencreat.com,北京市亦庄经济开发区北工大软件园9-3-301,北京中创鸿达咨询有限公司http://www.zencreat.com北京市亦庄经济开发区北工大软件园9-3-301
511,小米,xiaomiservice@xiaomi.com liuliang1@xiaomi.com cpd-cooperation@xiaomi.com 3.完善用户信息：xxx@qq.com 15534178111@163.com,北京市,2000人以上,私企,移动互联网,北京小米科技有限责任公司,http://www.xiaomi.com,北京市海淀区清河中街68号 华润五彩城写字楼,北京小米科技有限责任公司http://www.xiaomi.com北京市海淀区清河中街68号 华润五彩城写字楼
512,玉宇地产,wowanglei@163.com shpdcj@163.com,北京市,150-500人,私企,其他,北京玉宇房地产经纪有限公司,http://www.tofang.net,北京市通州区河畔丽景写字楼西楼3层,北京玉宇房地产经纪有限公司http://www.tofang.net北京市通州区河畔丽景写字楼西楼3层
525,拍它Petta,1692774865@qq.com csc-report@xiaomi.com 2880623741@qq.com ir@angelclub.com,北京市,15人以下,私企,移动互联网,北京英派特斯网络科技有限公司,http://www.petta.mobi,北京市昌平区王府街8号园中园01-03,北京英派特斯网络科技有限公司http://www.petta.mobi北京市昌平区王府街8号园中园01-03
528,软通动力,yuanyoua@isoftstone.com jnhuang@isoftstone.com contact@isoftstone.com campushr@isoftstone.com 2639063127@qq.com ktfang@isoftstone.com xuesongli@icarnegiewx.cn rongyaoa@isoftstone.com yctand@isoftstone.com qiangzhangj@isoftstone.com d-hssomobj@isoftstone.com hxwang@isoftstone.com,北京市,2000人以上,私企,互联网,软通动力技术服务有限公司北京分公司,http://www.isoftstone.com,北京市海淀区西北旺东路10号院东区16号楼,软通动力技术服务有限公司北京分公司http://www.isoftstone.com北京市海淀区西北旺东路10号院东区16号楼
530,可可牛仔街,,苏州市,15-50人,私企,互联网,苏州博瑞可网络科技有限公司,http://www.niuzaijie.com,昆山市前进东路科技广场1501,苏州博瑞可网络科技有限公司http://www.niuzaijie.com昆山市前进东路科技广场1501
536,UPYUN,sales@upyun.com support@upyun.com,杭州市,A轮,50-150人,私企,杭州又拍云科技有限公司,http://www.upyun.com,杭州市文一西路98号数娱大厦F6,杭州又拍云科技有限公司http://www.upyun.com杭州市文一西路98号数娱大厦F6
541,豌豆荚,sunyi@wandoujia.com congmiao@wandoujia.com wangxueting@wandoujia.com,北京市,150-500人,私企,互联网,北京卓易讯畅科技有限公司,http://www.wandoujia.com/,北京市海淀区西小口路66号东升科技园B-2楼三层,北京卓易讯畅科技有限公司http://www.wandoujia.com/北京市海淀区西小口路66号东升科技园B-2楼三层
544,宽连信息,,苏州市,150-500人,私企,电子商务,宽连十方,http://www.c-platform.com/,苏州市工业园区星湖街328号创意产业园,宽连十方http://www.c-platform.com/苏州市工业园区星湖街328号创意产业园
551,依森网络,nicole@essnn.com 1194827951@qq.com 835010641@qq.com easy_ltd@126.com,宁波市,15-50人,私企,互联网,宁波依森网络科技有限公司,http://www.essnn.com,宁波鄞州区天童北路1501号麒麟大厦北楼1701室,宁波依森网络科技有限公司http://www.essnn.com宁波鄞州区天童北路1501号麒麟大厦北楼1701室
556,雕爷牛腩,360baike@360.cn BP@100tmt.com i黑马原创。如需转载请联系邮箱hm@chuangyejia.com xiaoxianer@365pp.com contact@geekpark.net,北京市,150-500人,私企,其他,北京一宗餐饮管理有限公司,http://www.diaoye.net/,北京朝阳区朝阳北路101号,北京一宗餐饮管理有限公司http://www.diaoye.net/北京朝阳区朝阳北路101号
573,AdMaster精硕科技,,北京市,150-500人,外企,互联网,精硕世纪科技（北京）有限公司,http://www.admaster.com.cn,东城区 南竹杆胡同1号 朝阳门,精硕世纪科技（北京）有限公司http://www.admaster.com.cn东城区 南竹杆胡同1号 朝阳门
578,上海早阳,selina@zaoyangfood.com dreamingyl@126.com news@akxw.cn xjchen@mail.xjtu.edu.cn caochuyang_@126.com 673126620@qq.com,上海市,50-150人,私企,其他,上海早阳餐饮企业管理有限公司,http://www.zaoyangfood.com/,上海市青浦区大盈镇青赵公路5388号,上海早阳餐饮企业管理有限公司http://www.zaoyangfood.com/上海市青浦区大盈镇青赵公路5388号
585,北京贸促国际经贸有限公司,sunyuanvario@163.com flwebadmin@ccpit.org ccoic@ccoic.cn info@ccpitbj.org,北京市,15-50人,私企,电子商务,北京贸促国际经贸有限公司,http://www.underconstruction,北京朝阳区建国路18号,北京贸促国际经贸有限公司http://www.underconstruction北京朝阳区建国路18号
593,杜为尔猎头,bp01@dowelldo.com dowell@dowelldo.com nanjing@dowelldo.com zhaopin@whdajia.com Anan@lanjinger.com resume@chinacareer.net 7192@7192.com service@liebide.com,武汉市,50-150人,私企,其他,杜为尔人才顾问有限公司,http://www.dowelldo.com.cn,武汉洪山区光谷时代广场A座17楼,杜为尔人才顾问有限公司http://www.dowelldo.com.cn武汉洪山区光谷时代广场A座17楼
594,大搜车,viyaxie@zero2ipo.com.cn luocheng@souche.com,杭州市,50-150人,私企,互联网,搜车(北京)信息咨询有限公司,http://souche.com,杭州文一西路1500号,搜车(北京)信息咨询有限公司http://souche.com杭州文一西路1500号
596,中国马赛克城,chinamosaic@vip.qq.com sm1101@126.comQ sarft@chinasarft.gov.cn cbmdbs@126.com defa.zhang@tuv-sud.cn infojvac.wuhanchina@vfshelpline.com fuwenjia@chinadaily.com.cn,佛山市,50-150人,私企,其他,佛山南风马赛克城有限公司,http://www.mosaiccity.cn/,广东省佛山市禅城区石湾宝塔路9号,佛山南风马赛克城有限公司http://www.mosaiccity.cn/广东省佛山市禅城区石湾宝塔路9号
636,坏男孩学院,viyaxie@zero2ipo.com.cn 麻烦能给我邮箱发一份吗?13699258245@163.com 747432210@163.com lehuanfei@163.com contact@geekpark.net 邮箱1779486253@qq.com qiukaiqin01@baidu.com 1873173813@qq.com nine9sky@126.com admin@puahome.com clhxdh@hotmail.com,北京市,15-50人,私企,互联网,北京魅动力教育咨询有限公司,http://www.puahome.com/,北京朝阳区三间房北双桥甲2号三间房动漫园112,北京魅动力教育咨询有限公司http://www.puahome.com/北京朝阳区三间房北双桥甲2号三间房动漫园112
640,阿里巴巴,,北京市,500-2000人,私企,互联网,阿里巴巴（中国）网络技术有限公司北京分公司,http://www.alibaba.com,西大望路甲12号,阿里巴巴（中国）网络技术有限公司北京分公司http://www.alibaba.com西大望路甲12号
649,智能交通网,dlutcgov@163.com pyzhanlanguan@163.com,北京市,15-50人,私企,互联网,艾迪艾思（北京）科技有限公司,http://www.21its.com/,,艾迪艾思（北京）科技有限公司http://www.21its.com/
650,黑洞信息科技,814078925@qq.com info@xmaotian.com service@v1.cn jubao@contact.sohu.com news@itdcw.com,东莞市,50-150人,外企,游戏,东莞黑洞信息科技有限公司,http://www.0769-game.com/,东莞松山湖松科苑12幢,东莞黑洞信息科技有限公司http://www.0769-game.com/东莞松山湖松科苑12幢
655,芭莎娱乐,,北京市,15-50人,私企,移动互联网,北京芭莎星力文化传媒有限公司,http://www.bazaartrends.com.cn,北京朝阳区光华路9号,北京芭莎星力文化传媒有限公司http://www.bazaartrends.com.cn北京朝阳区光华路9号
657,搜狐,提供以@sohu.com,北京市,2000人以上,私企,互联网,搜狐新媒体信息技术有限公司,http://www.sohu.com,北京海淀区科学院南路2号搜狐媒体大厦,搜狐新媒体信息技术有限公司http://www.sohu.com北京海淀区科学院南路2号搜狐媒体大厦
664,环球市场,nanjing@corp.globamarket.com 1343378501@qq.com,广州市,500-2000人,私企,电子商务,环球市场集团,http://china.globalmarket.com/,广州市白云区白云大道南1128号（白云山西门）云山北路自编28号  环球创新中心,环球市场集团http://china.globalmarket.com/广州市白云区白云大道南1128号（白云山西门）云山北路自编28号  环球创新中心
670,好大夫在线,zhaopin@haodf.com,北京市,public轮,2000人以上,私企,北京互动峰科技公司,http://haodf.com,北京市朝阳区,北京互动峰科技公司http://haodf.com北京市朝阳区
675,北航冠新,,北京市,500-2000人,私企,IT/软件,北京北航冠新世纪软件有限公司,,,北京北航冠新世纪软件有限公司
680,果果亲子游,,北京市,angel轮,15-50人,私企,北京安果鸿信科技有限公司,http://www.52qingpingguo.com,北京市海淀区中关村大街鼎好大厦a座801,北京安果鸿信科技有限公司http://www.52qingpingguo.com北京市海淀区中关村大街鼎好大厦a座801
685,瑞庭（上海）网络有限公司,bjhr@anjuke.com shuangshuangli_i153@anjuke.com viyaxie@zero2ipo.com.cn service@58ganji.com,广州市,500-2000人,私企,互联网,瑞庭（上海）网络有限公司,,,瑞庭（上海）网络有限公司
687,南星文化传播有限公司,1303605530@qq.com,西安市,500-2000人,私企,新媒体,南星文化传播有限公司,,,南星文化传播有限公司
689,艳夕图文设计,i_sweet_love_cat@sian.cn anxppp@163.com 3372155642@qq.com kulouling@qq.com szjkys@163.com sylch006@126.com,南京市,2000人以上,私企,电子商务,艳夕图文设计,http://t.cn/8kyAx6t,,艳夕图文设计http://t.cn/8kyAx6t
694,北京迎福时代数码科技有限公司,62629363@hotmail.com,北京市,50-150人,私企,IT/软件,北京迎福时代数码科技有限公司,,,北京迎福时代数码科技有限公司
707,广东中旅,imm_invest@gdctsvisa.com zhouyishan1982@163.com 2395045588@qq.com,广州市,50-150人,国企,其他,广东中旅（林芝）旅游文化投资有限公司,http://www.gdctslz.com,西藏林芝八一镇尼池西路8号,广东中旅（林芝）旅游文化投资有限公司http://www.gdctslz.com西藏林芝八一镇尼池西路8号
709,爱度周末,请另外发送至邮箱tougao@meizhouliu.com 2880623741@qq.com,杭州市,50-150人,私企,互联网,爱度周末,http://i.duzhoumo.com,天目山路176号西湖数源软件园,爱度周末http://i.duzhoumo.com天目山路176号西湖数源软件园
719,长智教育科技集团,bias@ccpgroup.com.cn 329983529@qq.com,上海市,50-150人,私企,教育,长智教育科技集团,http://www.wtoip.com,上海市浦东新区浦东南路1036号901室,长智教育科技集团http://www.wtoip.com上海市浦东新区浦东南路1036号901室
